Date,price_return,position,strategy_return,strategy_equity,benchmark_equity
2016-01-08,-0.00893735016714281,0.0,-0.0,0.979632635886099,0.925632418910729
2016-01-11,-0.001184230980416534,0.0,-0.0,0.979632635886099,0.924536256323777
2016-01-12,-0.00994074273968304,0.0,-0.0,0.979632635886099,0.9153456792461527
2016-01-13,0.0017502067582830794,0.0,0.0,0.979632635886099,0.9169477234401345
2016-01-14,-0.012505724676724173,0.0,-0.0,0.979632635886099,0.9054806276678432
2016-01-15,0.016388839916025022,0.0,0.0,0.979632635886099,0.9203204047217534
2016-01-19,-0.0014658502848717836,0.0,-0.0,0.979632635886099,0.9189713527943186
2016-01-20,0.015781219182118944,0.0,0.0,0.979632635886099,0.9334738411348541
2016-01-21,-0.0072260863304292045,0.0,-0.0,0.979632635886099,0.9267284785716163
2016-01-22,-0.0017287093588093105,0.0,-0.0,0.979632635886099,0.9251264343776344
2016-01-25,0.008202698141198006,0.0,0.0,0.979632635886099,0.932714967261277
2016-01-26,0.014011933361215423,0.0,0.0,0.979632635886099,0.9457841072275502
2016-01-27,-0.004992400668366814,0.0,-0.0,0.979632635886099,0.9410623740184967
2016-01-28,-0.0004479885412931317,0.0,-0.0,0.979632635886099,0.9406407888582943
2016-01-29,0.0007171466884487998,0.0,0.0,0.979632635886099,0.9413153662850439
2016-02-01,0.010300967169931452,0.0,0.0,0.979632635886099,0.951011824969698
2016-02-02,-0.0005319403962680269,0.0,-0.0,0.979632635886099,0.9505059433626681
2016-02-03,0.012419053839795025,0.0,0.0,0.979632635886099,0.9623103278483343
2016-02-04,0.014281894383995741,0.0,0.0,0.979632635886099,0.9760539423152925
2016-02-05,0.00017283452523075837,0.0,0.0,0.979632635886099,0.9762226381350122
2016-02-08,0.03463462937881623,0.0,0.0,0.979632635886099,1.0100337473980285
2016-02-09,0.0006677742228144989,0.0,0.0,0.979632635886099,1.0107082218987136
2016-02-10,-0.0033369484966521146,0.0,-0.0,0.979632635886099,1.0073355406170947
2016-02-11,0.044530070659167365,0.0,0.0,0.979632635886099,1.0521922634182646
2016-02-12,-0.007051886093404791,0.0,-0.0,0.979632635886099,1.044772323428277
2016-02-16,-0.025179526903889582,0.0,-0.0,0.979632635886099,1.0184654506020756
2016-02-17,0.002649185451773839,0.0,0.0,0.979632635886099,1.0211635544569448
2016-02-18,0.012385434978431809,0.0,0.0,0.979632635886099,1.0338111092630156
2016-02-19,0.003507094783253839,0.0,0.0,0.979632635886099,1.0374367828111817
2016-02-22,-0.016986365409099702,0.0,-0.0,0.979632635886099,1.0198145025295102
2016-02-23,0.010582925860376236,0.0,0.0,0.979632635886099,1.0306071238011165
2016-02-24,0.013417247556746226,0.0,0.0,0.979632635886099,1.0444350347149023
2016-02-25,-0.00040364900275247084,0.0,-0.0,0.979632635886099,1.0440134495546998
2016-02-26,-0.014860202769621855,0.0,-0.0,0.979632635886099,1.0284991980001046
2016-02-29,0.011559251534285053,1.0,0.011359251534285053,0.9907605294083238,1.0403878789325982
2016-03-01,-0.0029175585660977665,1.0,-0.0029175585660977665,0.987869927538797,1.0373524863643542
2016-03-02,0.00877828686433002,1.0,0.00877828686433002,0.9965417331473775,1.0464586640690865
2016-03-03,0.013133550196413157,1.0,0.013133550196413157,1.0096298640224892,1.0602023814621093
2016-03-04,0.009941148208443051,1.0,0.009941148208443051,1.019666744136407,1.0707420104671683
2016-03-07,-0.005276063558845023,1.0,-0.005276063558845023,1.0142869175855027,1.065092707564818
2016-03-08,-0.0008707850130275085,1.0,-0.0008707850130275085,1.0134036917387594,1.0641652407975857
2016-03-09,-0.004357816422147165,1.0,-0.004357816422147165,1.0089874644886356,1.0595278040353597
2016-03-10,0.012255311724705065,1.0,0.012255311724705065,1.0213529203922636,1.0725126475548052
2016-03-11,-0.010456013229658057,1.0,-0.010456013229658057,1.010673640744492,1.0612984411229966
2016-03-14,-0.011360870193487305,1.0,-0.011360870193487305,0.9991915087040146,1.0492411672968478
2016-03-15,-0.011250401579341096,1.0,-0.011250401579341096,0.9879502029764268,1.0374367828111817
2016-03-16,-0.0008939983453440936,1.0,-0.0008939983453440936,0.9870669771296835,1.0365093160439494
2016-03-17,0.028634141197204643,1.0,0.028634141197204643,1.0153307923239128,1.0661888701517699
2016-03-18,-0.00846180401097274,1.0,-0.00846180401097274,1.006739262152962,1.057166988893865
2016-03-21,-0.007975753398116847,1.0,-0.007975753398116847,0.9987097580618279,1.0487352856898178
2016-03-22,0.0035374675759947127,1.0,0.0035374675759947127,1.0022426614488011,1.052445152758747
2016-03-23,-0.019628265469004536,1.0,-0.019628265469004536,0.9825703764255225,1.0317874799088314
2016-03-24,-0.0018794858622083188,1.0,-0.0018794858622083188,0.980723649294406,1.0298482499275392
2016-03-28,-0.0012280988783504032,1.0,-0.0012280988783504032,0.9795192236807359,1.028583494446932
2016-03-29,0.012869867085555597,1.0,0.012869867085555597,0.9921255058972536,1.0418212273068603
2016-03-30,-0.007041074250385471,1.0,-0.007041074250385471,0.9851398765445297,1.034485686689765
2016-03-31,0.005949895356224033,1.0,0.005949895356224033,0.9910013557212132,1.0406407682730805
2016-04-01,-0.009722897808094988,1.0,-0.009722897808094988,0.9813659508118522,1.0305227244282238
2016-04-04,-0.0034363863031151576,1.0,-0.0034363863031151576,0.9779935983001388,1.0269814502529497
2016-04-05,0.00853860789331895,1.0,0.00853860789331895,0.9863443021581997,1.0357504421703718
2016-04-06,-0.004803015546077316,1.0,-0.004803015546077316,0.9816068751411491,1.030775716694771
2016-04-07,0.011206504026073594,1.0,0.011206504026073594,0.9926072565394399,1.04232710891389
2016-04-08,0.00509630244051773,1.0,0.00509630244051773,0.9976658833234174,1.0476391231028657
2016-04-11,0.01142853213028161,1.0,0.01142853213028161,1.0090677399262649,1.0596121004821868
2016-04-12,0.00214854248993146,1.0,0.00214854248993146,1.0112357648407155,1.0618887221029183
2016-04-13,-0.010004744593997916,1.0,-0.010004744593997916,1.001118609289168,1.0512647966510318
2016-04-14,-0.01748479946613335,1.0,-0.01748479946613335,0.9836142511639325,1.032883642495783
2016-04-15,0.006612224968112201,1.0,0.006612224968112201,0.9901181298744697,1.0397133015058484
2016-04-18,0.00040548212626667635,1.0,0.00040548212626667635,0.9905196050790264,1.0401348866660507
2016-04-19,0.015726349544428198,1.0,0.015726349544428198,1.006096862619108,1.0564924114671153
2016-04-20,0.0001595779504190986,1.0,0.0001595779504190986,1.0062574134943678,1.0566610043607705
2016-04-21,-0.0033513815316922324,1.0,-0.0033513815316922324,1.0028850609826543,1.0531197301854964
2016-04-22,-0.016253041495696507,1.0,-0.016253041495696507,0.986585128471089,1.0360033315108548
2016-04-25,0.008301516763681072,1.0,0.008301516763681072,0.9947752814538903,1.0446037305346216
2016-04-26,0.002663594069564512,1.0,0.002663594069564512,0.9974249589941202,1.0473861308363186
2016-04-27,0.005635163641245056,1.0,0.005635163641245056,1.0030456118579143,1.0532883230791517
2016-04-28,0.01304839054214968,1.0,0.01304839054214968,1.016133742733026,1.0670320404721743
2016-04-29,0.018727736998715994,1.0,0.018727736998715994,1.035163628222451,1.0870151358953404
2016-05-02,0.004266211765677319,1.0,0.004266211765677319,1.0395798554725748,1.0916525726575663
2016-05-03,-0.0030895189239633636,1.0,-0.0030895189239633636,1.0363680538361213,1.0882798913759475
2016-05-04,-0.013480981639421241,1.0,-0.013480981639421241,1.0223967951306738,1.073608810141757
2016-05-05,-0.0014922047759372559,1.0,-0.0014922047759372559,1.020871169750077,1.072006765947775
2016-05-06,0.016910492045891345,1.0,0.016910492045891345,1.0381346035460155,1.0901349278364765
2016-05-09,-0.021115359511650778,1.0,-0.021115359511650778,1.0162140181706563,1.0671163369190018
